name,type,address,phone,rating,hospital_id
CASA COLINA HOSPITAL,Acute Care Hospitals,255 E BONITA AVE,9095967733,Not Available,HOSP_557
EASTERN PLUMAS HOSPITAL - PORTOLA CAMPUS,Critical Access Hospitals,500 FIRST AVENUE,5308324277,Not Available,HOSP_558
ADVENTIST HEALTH MEDICAL CENTER TEHACHAPI VALLEY,Critical Access Hospitals,115 WEST E STREET,6618223241,Not Available,HOSP_559
SOUTHERN INYO HOSPITAL,Critical Access Hospitals,501 EAST LOCUST STREET,7608765501,Not Available,HOSP_560
MAMMOTH HOSPITAL,Critical Access Hospitals,85 SIERRA PARK ROAD PO BOX 660,7609343311,Not Available,HOSP_561
JOHN C FREMONT HEALTHCARE DISTRICT,Critical Access Hospitals,5189 HOSPITAL ROAD,2099663631,Not Available,HOSP_562
MAYERS MEMORIAL HOSPITAL,Critical Access Hospitals,43563 HWY 299 EAST,5303365511,Not Available,HOSP_563
GLENN MEDICAL CENTER,Critical Access Hospitals,1133 W SYCAMORE ST,5309341818,Not Available,HOSP_564
CATALINA ISLAND MEDICAL CENTER,Critical Access Hospitals,100 FALLS CANYON ROAD,3105100700,Not Available,HOSP_565
SURPRISE VALLEY COMMUNITY HOSPITAL,Critical Access Hospitals,741 NORTH MAIN STREET,5302796111,Not Available,HOSP_566
JEROLD PHELPS COMMUNITY HOSPITAL,Critical Access Hospitals,733 CEDAR ST,7079233921,Not Available,HOSP_567
FRANK R HOWARD MEMORIAL HOSPITAL,Critical Access Hospitals,1 MARCELA DR,7074563031,4,HOSP_568
ORCHARD HOSPITAL,Critical Access Hospitals,240 SPRUCE STREET,5308465671,2,HOSP_569
MOUNTAINS COMMUNITY HOSPITAL,Critical Access Hospitals,29101 HOSPITAL ROAD,9093363651,Not Available,HOSP_570
KERN VALLEY HEALTHCARE DISTRICT,Critical Access Hospitals,6412 LAUREL AVE,7603792681,2,HOSP_571
TRINITY HOSPITAL,Critical Access Hospitals,60 EASTER AVENUE,5306235541,Not Available,HOSP_572
FAIRCHILD MEDICAL CENTER,Critical Access Hospitals,444 BRUCE STREET,5308424121,3,HOSP_573
ST HELENA HOSPITAL-CLEARLAKE,Critical Access Hospitals,15630 18TH AVE - HWY 53,7079946486,2,HOSP_574
REDWOOD MEMORIAL HOSPITAL,Critical Access Hospitals,3300 RENNER DRIVE,7074458121,Not Available,HOSP_575
MERCY MEDICAL CENTER MT SHASTA,Critical Access Hospitals,914 PINE STREET,5309266111,3,HOSP_576
BANNER LASSEN MEDICAL CENTER,Critical Access Hospitals,1800 SPRING RIDGE DRIVE,5302522000,4,HOSP_577
HEALDSBURG DISTRICT HOSPITAL,Critical Access Hospitals,1375 UNIVERSITY AVENUE,7074316500,3,HOSP_578
COLORADO RIVER MEDICAL CENTER,Critical Access Hospitals,1401 BAILEY AVE,7603264531,Not Available,HOSP_579
NORTHERN INYO HOSPITAL,Critical Access Hospitals,150 PIONEER LANE,7608735811,Not Available,HOSP_580
MENDOCINO COAST DISTRICT HOSPITAL,Critical Access Hospitals,700 RIVER DR,7079611234,3,HOSP_581
PLUMAS DISTRICT HOSPITAL,Critical Access Hospitals,1065 BUCKS LAKE ROAD,5302832121,3,HOSP_582
SENECA DISTRICT HOSPITAL,Critical Access Hospitals,130 BRENTWOOD DRIVE,5302582121,Not Available,HOSP_583
TAHOE FOREST HOSPITAL,Critical Access Hospitals,10121 PINE AVE,5305876011,Not Available,HOSP_584
SUTTER LAKESIDE HOSPITAL,Critical Access Hospitals,5176 HILL ROAD EAST,7072625000,3,HOSP_585
MODOC MEDICAL CENTER,Critical Access Hospitals,228 W MCDOWELL AVE,5302335131,Not Available,HOSP_586
SANTA YNEZ VALLEY COTTAGE HOSPITAL,Critical Access Hospitals,2050 VIBORG RD,8056886431,3,HOSP_587
MARK TWAIN MEDICAL CENTER,Critical Access Hospitals,768 MOUNTAIN RANCH RD,2097542515,3,HOSP_588
RIDGECREST REGIONAL HOSPITAL,Critical Access Hospitals,1081 NORTH CHINA LAKE BLVD,7604463551,Not Available,HOSP_589
OJAI VALLEY COMMUNITY HOSPITAL,Critical Access Hospitals,1306 MARICOPA HWY,8056402280,4,HOSP_590
BEAR VALLEY COMMUNITY HOSPITAL,Critical Access Hospitals,41870 GARSTIN DR,9098666501,Not Available,HOSP_591
VALLEY CHILDREN'S HOSPITAL,Childrens,9300 VALLEY CHILDRENS PLACE,5593535116,Not Available,HOSP_592
CHILDREN'S HOSPITAL & RESEARCH CENTER OAKLAND,Childrens,747 52ND STREET,5104283000,Not Available,HOSP_593
CHILDREN'S HOSP OF LOS ANGELES,Childrens,4650 SUNSET BLVD,3236692164,Not Available,HOSP_594
RADY CHILDREN'S HOSPITAL - SAN DIEGO,Childrens,3020 CHILDRENS WAY,8585761700,Not Available,HOSP_595
CHILDREN'S HOSPITAL OF ORANGE COUNTY,Childrens,1201 W LA VETA AVE,7149973000,Not Available,HOSP_596
LUCILE SALTER PACKARD CHILDREN'S HSP AT STANFORD,Childrens,725 WELCH ROAD,6504978000,Not Available,HOSP_597
CHILDREN'S HOSPITAL AT MISSION,Childrens,"27700 MEDICAL CENTER RD, 5TH FLOOR",9493652408,Not Available,HOSP_598
HEALTHBRIDGE CHILDREN'S HOSPITAL - ORANGE,Childrens,393 S TUSTIN STREET,7142892400,Not Available,HOSP_599
MILLER CHILDREN'S HOSPITAL,Childrens,2801 ATLANTIC AVENUE,5629338001,Not Available,HOSP_600
SHRINERS HOSPITALS FOR CHILDREN,Childrens,3160 GENEVA STREET,2133883151,Not Available,HOSP_601
SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF,Childrens,2425 STOCKTON BOULEVARD,9164532000,Not Available,HOSP_602
NORTH COLORADO MEDICAL CENTER,Acute Care Hospitals,1801 16TH STREET,9708104121,4,HOSP_603
LONGMONT UNITED HOSPITAL,Acute Care Hospitals,1950 MOUNTAIN VIEW AVENUE,3036515111,3,HOSP_604
PLATTE VALLEY MEDICAL CENTER,Acute Care Hospitals,1600 PRAIRIE CENTER PARKWAY,3034981601,3,HOSP_605
MONTROSE MEMORIAL HOSPITAL,Acute Care Hospitals,800 S 3RD ST,9702492211,4,HOSP_606
SAN LUIS VALLEY HEALTH,Acute Care Hospitals,106 BLANCA AVE,7195892511,3,HOSP_607
LUTHERAN MEDICAL CENTER,Acute Care Hospitals,8300 W 38TH AVE,3034254500,3,HOSP_608
POUDRE VALLEY HOSPITAL,Acute Care Hospitals,1024 S LEMAY AVE,9704957000,4,HOSP_609
DENVER HEALTH MEDICAL CENTER,Acute Care Hospitals,777 BANNOCK ST,3036024930,3,HOSP_610
CENTURA HEALTH-ST MARY CORWIN MEDICAL CENTER,Acute Care Hospitals,1008 MINNEQUA AVE,7195574000,4,HOSP_611
MERCY REGIONAL MEDICAL CENTER,Acute Care Hospitals,1010 THREE SPRINGS BLVD,9702474311,5,HOSP_612
PRESBYTERIAN ST LUKES MEDICAL CENTER,Acute Care Hospitals,1719 E 19TH AVE,3038396000,3,HOSP_613
CENTURA HEALTH-ST ANTHONY HOSPITAL,Acute Care Hospitals,11600 WEST 2ND PLACE,7203210000,4,HOSP_614
CENTURA HEALTH-ST THOMAS MORE HOSPITAL,Acute Care Hospitals,1338 PHAY AVE,7192852000,4,HOSP_615
PARKVIEW MEDICAL CENTER INC,Acute Care Hospitals,400 W 16TH STREET,7195844000,4,HOSP_616
UNIVERSITY COLO HEALTH MEMORIAL HOSPITAL CENTRAL,Acute Care Hospitals,1400 E BOULDER ST,7193655000,3,HOSP_617
ST MARYS  MEDICAL CENTER,Acute Care Hospitals,2635 N 7TH STREET,9702981950,3,HOSP_618
UNIVERSITY OF COLORADO HOSPITAL AUTHORITY,Acute Care Hospitals,12605 EAST 16TH AVENUE,7208480000,2,HOSP_619
FOOTHILLS HOSPITAL,Acute Care Hospitals,4747 ARAPAHOE AVENUE,3034402273,3,HOSP_620
SAINT JOSEPH HOSPITAL,Acute Care Hospitals,1375 EAST 19TH AVE,3038122000,4,HOSP_621
MCKEE MEDICAL CENTER,Acute Care Hospitals,2000 BOISE AVE,9706694640,3,HOSP_622
CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,Acute Care Hospitals,2222 N NEVADA AVE,7197765000,4,HOSP_623
ROSE MEDICAL CENTER,Acute Care Hospitals,4567 E 9TH AVENUE,3033202121,4,HOSP_624
SWEDISH MEDICAL CENTER,Acute Care Hospitals,501 E HAMPDEN AVENUE,3037885000,3,HOSP_625
ARKANSAS VALLEY REGIONAL MEDICAL CENTER,Acute Care Hospitals,1100 CARSON AVENUE,7193836000,3,HOSP_626
KEEFE MEMORIAL HOSPITAL,Acute Care Hospitals,602 N 6TH W ST,7197675661,Not Available,HOSP_627
COLORADO PLAINS MEDICAL CENTER,Acute Care Hospitals,1000 LINCOLN ST,9708673391,3,HOSP_628
YAMPA VALLEY MEDICAL CENTER,Acute Care Hospitals,1024 CENTRAL PARK DR,9708791322,4,HOSP_629
COMMUNITY HOSPITAL,Acute Care Hospitals,2351 G RD,9702566201,3,HOSP_630
CENTURA HEALTH-PORTER ADVENTIST HOSPITAL,Acute Care Hospitals,2525 S DOWNING ST,3037781955,4,HOSP_631
NORTH SUBURBAN MEDICAL CENTER,Acute Care Hospitals,9191 GRANT ST,3034517800,3,HOSP_632
DELTA COUNTY MEMORIAL HOSPITAL,Acute Care Hospitals,1501 E 3RD STREET,9708747681,3,HOSP_633
VALLEY VIEW HOSPITAL ASSOCIATION,Acute Care Hospitals,1906 BLAKE AVE,9709456535,3,HOSP_634
STERLING REGIONAL MEDCENTER,Acute Care Hospitals,615 FAIRHURST ST,9705220122,3,HOSP_635
VAIL VALLEY MEDICAL CENTER,Acute Care Hospitals,181 W MEADOW DRIVE,9704762451,4,HOSP_636
"MEDICAL CENTER OF AURORA, THE",Acute Care Hospitals,1501 S POTOMAC ST,3036952600,4,HOSP_637
CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL,Acute Care Hospitals,100 HEALTH PARK DRIVE,3036731000,4,HOSP_638
ST ANTHONY NORTH HEALTH CAMPUS,Acute Care Hospitals,14300 ORCHARD PARKWAY,7206270000,4,HOSP_639
NATIONAL JEWISH HEALTH,Acute Care Hospitals,1400 JACKSON ST,3033884461,Not Available,HOSP_640
SKY RIDGE MEDICAL CENTER,Acute Care Hospitals,10101 RIDGE GATE PARKWAY,7202251000,4,HOSP_641
CENTURA HEALTH-LITTLETON ADVENTIST HOSPITAL,Acute Care Hospitals,7700 S BROADWAY,3037305888,4,HOSP_642
PARKER ADVENTIST HOSPITAL,Acute Care Hospitals,9395 CROWN CREST BLVD,3032694000,3,HOSP_643
GOOD SAMARITAN MEDICAL CENTER,Acute Care Hospitals,200 EXEMPLA CIRCLE,3036894000,3,HOSP_644
"ANIMAS SURGICAL HOSPITAL, LLC",Acute Care Hospitals,575 RIVERGATE LANE,9702473537,Not Available,HOSP_645
ST ANTHONY SUMMIT MEDICAL CENTER,Acute Care Hospitals,340 PEAK ONE DRIVE,9706683300,4,HOSP_646
MEDICAL CENTER OF THE ROCKIES,Acute Care Hospitals,2500 ROCKY MOUNTAIN AVENUE,9706242500,4,HOSP_647
ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS,Acute Care Hospitals,11650 W 2ND PLACE,7203215000,Not Available,HOSP_648
CASTLE ROCK ADVENTIST HOSPITAL,Acute Care Hospitals,2350 MEADOWS BLVD,7204552500,3,HOSP_649
BANNER FORT COLLINS MEDICAL CENTER,Acute Care Hospitals,4700 LADY MOON DR,9708214000,Not Available,HOSP_650
WEISBROD MEMORIAL COUNTY HOSPITAL,Critical Access Hospitals,1208 LUTHER STREET,7194385401,Not Available,HOSP_651
RIO GRANDE HOSPITAL,Critical Access Hospitals,310 COUNTY RD 14,7196572510,3,HOSP_652
COLORADO CANYONS HOSPITAL AND MEDICAL CENTER,Critical Access Hospitals,300 WEST OTTLEY AVENUE,9708589871,Not Available,HOSP_653
EAST MORGAN COUNTY HOSPITAL,Critical Access Hospitals,2400 W EDISON ST,9708426222,3,HOSP_654
HAXTUN HOSPITAL DISTRICT,Critical Access Hospitals,235 W FLETCHER STREET,9707746123,Not Available,HOSP_655
MELISSA MEMORIAL HOSPITAL,Critical Access Hospitals,1001 E JOHNSON STREET,9708542241,Not Available,HOSP_656
LINCOLN COMMUNITY HOSPITAL,Critical Access Hospitals,111 6TH ST,7197432421,Not Available,HOSP_657
RANGELY DISTRICT HOSPITAL,Critical Access Hospitals,225 EAGLE CREST DR,9706755011,Not Available,HOSP_658
SAN LUIS VALLEY HEALTH CONEJOS COUNTY HOSPITAL,Critical Access Hospitals,19021 US HWY 285,7192745121,Not Available,HOSP_659
WRAY COMMUNITY DISTRICT HOSPITAL,Critical Access Hospitals,1017 W 7TH ST,9703324811,Not Available,HOSP_660
SEDGWICK COUNTY MEMORIAL HOSPITAL,Critical Access Hospitals,900 CEDAR STREET,9704743323,Not Available,HOSP_661
SOUTHEAST COLORADO HOSPITAL,Critical Access Hospitals,373 E TENTH AVE,7195234501,Not Available,HOSP_662
ESTES PARK MEDICAL CENTER,Critical Access Hospitals,555 PROSPECT AVENUE,9705774470,Not Available,HOSP_663
KIT CARSON COUNTY MEMORIAL HOSPITAL,Critical Access Hospitals,286 16TH STREET,7193465311,Not Available,HOSP_664
"MEMORIAL HOSPITAL, THE",Critical Access Hospitals,750 HOSPITAL LOOP,9708249411,Not Available,HOSP_665
YUMA DISTRICT HOSPITAL,Critical Access Hospitals,1000 WEST 8TH AVENUE,9708485405,3,HOSP_666
SPANISH PEAKS REGIONAL HEALTH CENTER,Critical Access Hospitals,23500 US HWY 160,7197385100,3,HOSP_667
GRAND RIVER MEDICAL CENTER,Critical Access Hospitals,501 AIRPORT ROAD,9706251510,4,HOSP_668
MIDDLE PARK MEDICAL CENTER,Critical Access Hospitals,214 S 4TH STREET,9707243442,Not Available,HOSP_669
ST VINCENT HOSPITAL GENERAL DISTRICT,Critical Access Hospitals,822 W 4TH STREET,7194860230,Not Available,HOSP_670
GUNNISON VALLEY HOSPITAL,Critical Access Hospitals,711 N TAYLOR STREET,9706411456,Not Available,HOSP_671
MT SAN RAFAEL HOSPITAL,Critical Access Hospitals,410 BENEDICTA AVENUE,7198469213,Not Available,HOSP_672
HEART OF THE ROCKIES REGIONAL MEDICAL CENTER,Critical Access Hospitals,1000 RUSH DRIVE,7195302200,Not Available,HOSP_673
PROWERS MEDICAL CENTER,Critical Access Hospitals,401 KENDALL DRIVE,7193364343,3,HOSP_674
ASPEN VALLEY HOSPITAL,Critical Access Hospitals,0401 CASTLE CREEK ROAD,9705441261,4,HOSP_675
PIONEERS MEDICAL CENTER,Critical Access Hospitals,100 PIONEERS MEDICAL CENTER DRIVE,9708785047,Not Available,HOSP_676
PIKES PEAK REGIONAL HOSPITAL,Critical Access Hospitals,16420 HIGHWAY 24,7196879999,Not Available,HOSP_677
SOUTHWEST MEMORIAL HOSPITAL,Critical Access Hospitals,1311 N MILDRED RD,9705656666,3,HOSP_678
PAGOSA SPRINGS MEDICAL CENTER,Critical Access Hospitals,95 SOUTH PAGOSA BOULEVARD,9707313700,Not Available,HOSP_679
CHILDRENS HOSPITAL COLORADO,Childrens,13123 EAST 16TH AVENUE,7207771234,Not Available,HOSP_680
ST FRANCIS HOSPITAL & MEDICAL CENTER,Acute Care Hospitals,114 WOODLAND STREET,8607144000,3,HOSP_681
DAY KIMBALL HOSPITAL,Acute Care Hospitals,320 POMFRET STREET,8609286541,3,HOSP_682
SHARON HOSPITAL,Acute Care Hospitals,"50 HOSPITAL HILL ROAD, PO BOX 789",8603644228,3,HOSP_683
WATERBURY HOSPITAL,Acute Care Hospitals,64 ROBBINS ST,2035736000,2,HOSP_684
STAMFORD HOSPITAL,Acute Care Hospitals,ONE HOSPITAL PLAZA,2032761000,3,HOSP_685
LAWRENCE & MEMORIAL HOSPITAL,Acute Care Hospitals,365 MONTAUK AVE,8604420711,3,HOSP_686
JOHNSON MEMORIAL HOSPITAL,Acute Care Hospitals,201 CHESTNUT HILL ROAD,8606844251,3,HOSP_687
BRIDGEPORT HOSPITAL,Acute Care Hospitals,267 GRANT STREET,2033843000,2,HOSP_688
CHARLOTTE HUNGERFORD HOSPITAL,Acute Care Hospitals,540 LITCHFIELD ST,8604966666,2,HOSP_689
ROCKVILLE GENERAL HOSPITAL,Acute Care Hospitals,31 UNION ST,8608725160,3,HOSP_690
SAINT MARYS HOSPITAL,Acute Care Hospitals,56 FRANKLIN ST,2035746000,3,HOSP_691
MIDSTATE MEDICAL CENTER,Acute Care Hospitals,435 LEWIS AVENUE,2036948200,3,HOSP_692
GREENWICH HOSPITAL ASSOCIATION,Acute Care Hospitals,5 PERRYRIDGE RD,2038633000,3,HOSP_693
"MILFORD HOSPITAL, INC",Acute Care Hospitals,300 SEASIDE AVENUE,2038764000,3,HOSP_694
MIDDLESEX HOSPITAL,Acute Care Hospitals,28 CRESCENT ST,8603446000,3,HOSP_695
WINDHAM COMM MEM HOSP & HATCH HOSP,Acute Care Hospitals,112 MANSFIELD AVENUE,8604569116,3,HOSP_696
YALE-NEW HAVEN HOSPITAL,Acute Care Hospitals,20 YORK ST,2036884242,3,HOSP_697
WILLIAM W BACKUS HOSPITAL,Acute Care Hospitals,326 WASHINGTON ST,8608898331,4,HOSP_698
HARTFORD HOSPITAL,Acute Care Hospitals,80 SEYMOUR STREET,8605455000,2,HOSP_699
MANCHESTER MEMORIAL HOSPITAL,Acute Care Hospitals,71 HAYNES ST,8606474780,2,HOSP_700
ST VINCENT'S MEDICAL CENTER,Acute Care Hospitals,2800 MAIN ST,2035765551,2,HOSP_701
BRISTOL HOSPITAL,Acute Care Hospitals,BREWSTER RD,8605853000,3,HOSP_702
GRIFFIN HOSPITAL,Acute Care Hospitals,130 DIVISION ST,2037327500,2,HOSP_703
DANBURY HOSPITAL,Acute Care Hospitals,24 HOSPITAL AVE,2037397000,2,HOSP_704
NORWALK HOSPITAL ASSOCIATION,Acute Care Hospitals,24 STEVENS STREET,2038522000,3,HOSP_705
"HOSPITAL OF CENTRAL CONNECTICUT, THE",Acute Care Hospitals,100 GRAND STREET,8602245011,2,HOSP_706
JOHN DEMPSEY HOSPITAL,Acute Care Hospitals,263 FARMINGTON AVE,8606791145,3,HOSP_707
"CONNECTICUT HOSPICE INC,THE",Acute Care Hospitals,100 DOUBLE BEACH ROAD,2033157500,Not Available,HOSP_708
MASONICARE HEALTH CENTER,Acute Care Hospitals,22 MASONIC AVE,2036795900,3,HOSP_709
HEBREW HOME AND HOSPITAL INC,Acute Care Hospitals,1 ABRAHMS BOULEVARD,8605233800,Not Available,HOSP_710
CONNECTICUT CHILDRENS MEDICAL CENTER,Childrens,282 WASHINGTON STREET,8605459000,Not Available,HOSP_711
"CHRISTIANA CARE HEALTH SERVICES, INC.",Acute Care Hospitals,4755 OGLETOWN-STANTON ROAD,3027331000,4,HOSP_712
ST FRANCIS HOSPITAL,Acute Care Hospitals,7TH AND CLAYTON STS,3024214100,4,HOSP_713
BAYHEALTH - KENT GENERAL HOSPITAL,Acute Care Hospitals,640 S STATE STREET,3027447001,3,HOSP_714
NANTICOKE MEMORIAL HOSPITAL,Acute Care Hospitals,801 MIDDLEFORD RD,3026296611,4,HOSP_715
BEEBE MEDICAL CENTER,Acute Care Hospitals,424 SAVANNAH RD,3026453300,3,HOSP_716
BAYHEALTH - MILFORD MEMORIAL HOSPITAL,Acute Care Hospitals,21 WEST CLARKE AVENUE,3024223311,4,HOSP_717
ALFRED I DUPONT HOSPITAL FOR CHILDREN,Childrens,1600 ROCKLAND RD PO BOX 269,3026514000,Not Available,HOSP_718
GEORGE WASHINGTON UNIV HOSPITAL,Acute Care Hospitals,900 23RD ST NW,2027164605,1,HOSP_719
HOWARD UNIVERSITY HOSPITAL,Acute Care Hospitals,2041 GEORGIA AVE NW,2027456100,1,HOSP_720
MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,Acute Care Hospitals,3800 RESERVOIR RD,2027843000,1,HOSP_721
SIBLEY MEMORIAL HOSPITAL,Acute Care Hospitals,5255 LOUGHBORO RD NW,2025374680,3,HOSP_722
PROVIDENCE HOSPITAL,Acute Care Hospitals,1150 VARNUM ST NE,2022697000,1,HOSP_723
UNITED MEDICAL CENTER,Acute Care Hospitals,1310 SOUTHERN AVENUE  SE,2025746611,1,HOSP_724
MEDSTAR WASHINGTON HOSPITAL CENTER,Acute Care Hospitals,110 IRVING ST NW,2028777000,2,HOSP_725
CHILDREN'S HOSPITAL NMC,Childrens,"111 MICHIGAN AVE, NW",2024765000,Not Available,HOSP_726
UF HEALTH JACKSONVILLE,Acute Care Hospitals,655 W 8TH ST,9042440411,1,HOSP_727
BETHESDA HOSPITAL EAST,Acute Care Hospitals,2815 S SEACREST BLVD,5617377733,3,HOSP_728
ORLANDO HEALTH,Acute Care Hospitals,52 W UNDERWOOD ST,3218438000,3,HOSP_729
FLORIDA HOSPITAL,Acute Care Hospitals,601 E ROLLINS ST,4073031976,2,HOSP_730
BAPTIST HOSPITAL OF MIAMI,Acute Care Hospitals,8900 N KENDALL DR,7865961960,3,HOSP_731
UNIVERSITY OF MIAMI HOSPITAL,Acute Care Hospitals,1400 NW 12TH AVE,3053255511,1,HOSP_732
LEE MEMORIAL HOSPITAL,Acute Care Hospitals,2776 CLEVELAND AVE,2393321111,2,HOSP_733
FLORIDA HOSPITAL NEW SMYRNA,Acute Care Hospitals,401 PALMETTO ST,3864245000,2,HOSP_734
HALIFAX HEALTH MEDICAL CENTER,Acute Care Hospitals,303 N CLYDE MORRIS BLVD,3862544000,2,HOSP_735
NAPLES COMMUNITY HOSPITAL,Acute Care Hospitals,350 7TH ST N,2394365000,3,HOSP_736
HOLMES REGIONAL MEDICAL CENTER,Acute Care Hospitals,1350 S HICKORY ST,3214347000,3,HOSP_737
JACKSON MEMORIAL HOSPITAL,Acute Care Hospitals,1611 NW 12TH AVE,3055851111,1,HOSP_738
CITRUS MEMORIAL HOSPITAL,Acute Care Hospitals,502 W HIGHLAND BLVD,3527261551,2,HOSP_739
SACRED HEART HOSPITAL,Acute Care Hospitals,5151 N 9TH AVE,8504167000,3,HOSP_740
BAY MEDICAL CENTER SACRED HEART HEALTH SYSTEM,Acute Care Hospitals,615 N BONITA AVE,8507691511,3,HOSP_741
PARRISH MEDICAL CENTER,Acute Care Hospitals,951 N WASHINGTON AVE,3212686111,4,HOSP_742
NORTH SHORE MEDICAL CENTER,Acute Care Hospitals,1100 NW 95TH ST,3058356000,1,HOSP_743
HEALTH CENTRAL,Acute Care Hospitals,10000 W COLONIAL DR,4072961820,3,HOSP_744
BAYFRONT HEALTH - ST PETERSBURG,Acute Care Hospitals,701 6TH ST S,7278231234,2,HOSP_745
MOUNT SINAI MEDICAL CENTER,Acute Care Hospitals,4300 ALTON RD,3056742121,3,HOSP_746
MANATEE MEMORIAL HOSPITAL,Acute Care Hospitals,206 2ND ST E,9417465111,2,HOSP_747
MEMORIAL REGIONAL HOSPITAL,Acute Care Hospitals,3501 JOHNSON ST,9549872000,3,HOSP_748
BROWARD HEALTH MEDICAL CENTER,Acute Care Hospitals,1600 S ANDREWS AVE,9543554400,2,HOSP_749
ST VINCENT'S MEDICAL CENTER RIVERSIDE,Acute Care Hospitals,1 SHIRCLIFF WAY,9043087300,3,HOSP_750
MEASE DUNEDIN HOSPITAL,Acute Care Hospitals,601 MAIN ST,7277331111,4,HOSP_751
MARTIN MEDICAL CENTER,Acute Care Hospitals,200 SE HOSPITAL AVE,7722875200,2,HOSP_752
FLORIDA HOSPITAL DELAND,Acute Care Hospitals,701 W PLYMOUTH AVE,3869434772,3,HOSP_753
FLORIDA HOSPITAL ZEPHYRHILLS,Acute Care Hospitals,7050 GALL BLVD,8137880411,3,HOSP_754
BAYFRONT HEALTH PUNTA GORDA,Acute Care Hospitals,809 E MARION AVE,9416393131,2,HOSP_755
JAY HOSPITAL,Acute Care Hospitals,14114 ALABAMA ST,8506754532,3,HOSP_756
HIGHLANDS REGIONAL MEDICAL CENTER,Acute Care Hospitals,3600 S HIGHLANDS AVE,8633856101,2,HOSP_757
LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,Acute Care Hospitals,1475 W 49TH ST,3055582500,2,HOSP_758
SOUTH LAKE HOSPITAL,Acute Care Hospitals,1900 DON WICKHAM DR,3523944071,2,HOSP_759
WINTER HAVEN HOSPITAL,Acute Care Hospitals,200 AVE F NE,8632931121,2,HOSP_760
HIALEAH HOSPITAL,Acute Care Hospitals,651 E 25TH ST,3056936100,3,HOSP_761
TWIN CITIES HOSPITAL,Acute Care Hospitals,2190 HWY 85 N,8506784131,4,HOSP_762
FLORIDA HOSPITAL NORTH PINELLAS,Acute Care Hospitals,1395 S PINELLAS AVE,7279425000,3,HOSP_763
FLORIDA HOSPITAL WATERMAN,Acute Care Hospitals,1000 WATERMAN WAY,3522533300,3,HOSP_764
MUNROE REGIONAL MEDICAL CENTER,Acute Care Hospitals,1500 SW 1ST AVE,3523517200,2,HOSP_765
MORTON PLANT NORTH BAY HOSPITAL,Acute Care Hospitals,6600 MADISON ST,7278428468,3,HOSP_766
ST ANTHONYS HOSPITAL,Acute Care Hospitals,1200 SEVENTH AVE N,7278251100,2,HOSP_767
FLORIDA HOSPITAL MEMORIAL MEDICAL CENTER,Acute Care Hospitals,301 MEMORIAL MEDICAL PARKWAY,3866766000,4,HOSP_768
FLORIDA HOSPITAL CARROLLWOOD,Acute Care Hospitals,7171 N DALE MABRY HWY,8139322222,3,HOSP_769
VENICE REGIONAL MEDICAL CENTER - BAYFRONT HEALTH,Acute Care Hospitals,540 THE RIALTO,9414857711,3,HOSP_770
BAYFRONT HEALTH BROOKSVILLE,Acute Care Hospitals,17240 CORTEZ BLVD,3527965111,2,HOSP_771
FLORIDA HOSPITAL FISH MEMORIAL,Acute Care Hospitals,1055 SAXON BLVD,3869175000,3,HOSP_772
HOLY CROSS HOSPITAL,Acute Care Hospitals,4725 N FEDERAL HWY,9547718000,2,HOSP_773
ST JOSEPHS HOSPITAL,Acute Care Hospitals,3001 W MARTIN LUTHER KING JR BLVD,8138704398,3,HOSP_774
BAYFRONT HEALTH PORT CHARLOTTE,Acute Care Hospitals,2500 HARBOR BLVD,9417664122,2,HOSP_775
JFK MEDICAL CENTER,Acute Care Hospitals,5301 S CONGRESS AVE,5619657300,2,HOSP_776
HEALTHMARK REGIONAL MEDICAL CENTER,Acute Care Hospitals,4413 US HWY 331 S,8509514500,4,HOSP_777
LEESBURG REGIONAL MEDICAL CENTER,Acute Care Hospitals,600 E DIXIE AVE,3523235762,2,HOSP_778
BROWARD HEALTH NORTH,Acute Care Hospitals,201 E SAMPLE RD,9547866950,2,HOSP_779
SARASOTA MEMORIAL HOSPITAL,Acute Care Hospitals,1700 S TAMIAMI TRL,9419179000,5,HOSP_780
BAPTIST MEDICAL CENTER JACKSONVILLE,Acute Care Hospitals,800 PRUDENTIAL DR,9042022000,3,HOSP_781
FLAGLER HOSPITAL,Acute Care Hospitals,400 HEALTH PARK BLVD,9048194426,3,HOSP_782
WUESTHOFF MEDICAL CENTER-ROCKLEDGE,Acute Care Hospitals,110 LONGWOOD AVE,3216372603,2,HOSP_783
BAPTIST HOSPITAL,Acute Care Hospitals,1000 W MORENO ST,8504344011,3,HOSP_784
LAKE WALES MEDICAL CENTER,Acute Care Hospitals,410 S 11TH ST,8636761433,2,HOSP_785
SHANDS LAKE SHORE REGIONAL MEDICAL CENTER,Acute Care Hospitals,368 NE FRANKLIN ST,3862928000,3,HOSP_786
INDIAN RIVER MEDICAL CENTER,Acute Care Hospitals,1000 36TH ST,7725674311,2,HOSP_787
